GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSHookeJeeves algorithm
Start time: Thu Oct 26 09:30:01 EET 2017

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	c1	c2	cs1	cs2	RPar	RSer
1721	181	1	1	0.06138853284827817	0.005494	3.34E-4	1.427	5.04E-4	953.5	0.00663	Exploration base, Delta = 1.0.
1722	181	2	1	0.06161289388413115	0.005495	3.34E-4	1.427	5.04E-4	953.5	0.00663	Cost not reduced at c1+dc1.
1723	181	3	1	0.061515191161389544	0.005493	3.34E-4	1.427	5.04E-4	953.5	0.00663	Cost not reduced at c1-dc1.
1724	181	4	1	0.06139478494554455	0.005494	3.33E-4	1.427	5.04E-4	953.5	0.00663	Cost not reduced at c2-dc2.
1725	181	5	1	0.061440860785926685	0.005494	3.35E-4	1.427	5.04E-4	953.5	0.00663	Cost not reduced at c2+dc2.
1726	181	6	1	0.061389767389904495	0.005494	3.34E-4	1.4271	5.04E-4	953.5	0.00663	Cost not reduced at cs1+dcs1.
1727	181	7	1	0.06138882199143563	0.005494	3.34E-4	1.4269	5.04E-4	953.5	0.00663	Cost not reduced at cs1-dcs1.
1728	181	8	1	0.061393096594006207	0.005494	3.34E-4	1.427	5.03E-4	953.5	0.00663	Cost not reduced at cs2-dcs2.
1729	181	9	1	0.06139007871812342	0.005494	3.34E-4	1.427	5.05E-4	953.5	0.00663	Cost not reduced at cs2+dcs2.
1730	181	10	1	0.06138851508522251	0.005494	3.34E-4	1.427	5.04E-4	953.4	0.00663	Cost reduced     at RPar-dRPar.
1731	181	11	1	0.06144985551870694	0.005494	3.34E-4	1.427	5.04E-4	953.4	0.00664	Cost not reduced at RSer+dRSer.
1732	181	12	1	0.06142362102276065	0.005494	3.34E-4	1.427	5.04E-4	953.4	0.00662	Cost not reduced at RSer-dRSer.
1730	181	13	1	0.06138851508522251	0.005494	3.34E-4	1.427	5.04E-4	953.4	0.00663	Global search reduced cost.
1733	182	1	1	0.061388337279328964	0.005494	3.34E-4	1.427	5.04E-4	952.4	0.00663	Exploration base, Delta = 1.0.
1734	182	2	1	0.0616125623600765	0.005495	3.34E-4	1.427	5.04E-4	952.4	0.00663	Cost not reduced at c1+dc1.
1735	182	3	1	0.06151512955735632	0.005493	3.34E-4	1.427	5.04E-4	952.4	0.00663	Cost not reduced at c1-dc1.
1736	182	4	1	0.06139463585990468	0.005494	3.33E-4	1.427	5.04E-4	952.4	0.00663	Cost not reduced at c2-dc2.
1737	182	5	1	0.06144061358540296	0.005494	3.35E-4	1.427	5.04E-4	952.4	0.00663	Cost not reduced at c2+dc2.
1738	182	6	1	0.06138957615302418	0.005494	3.34E-4	1.4271	5.04E-4	952.4	0.00663	Cost not reduced at cs1+dcs1.
1739	182	7	1	0.061388623388666484	0.005494	3.34E-4	1.4269	5.04E-4	952.4	0.00663	Cost not reduced at cs1-dcs1.
1740	182	8	1	0.0613928892890494	0.005494	3.34E-4	1.427	5.03E-4	952.4	0.00663	Cost not reduced at cs2-dcs2.
1741	182	9	1	0.06138989617278689	0.005494	3.34E-4	1.427	5.05E-4	952.4	0.00663	Cost not reduced at cs2+dcs2.
1742	182	10	1	0.06138831948119283	0.005494	3.34E-4	1.427	5.04E-4	952.3	0.00663	Cost reduced     at RPar-dRPar.
1743	182	11	1	0.06144971077587326	0.005494	3.34E-4	1.427	5.04E-4	952.3	0.00664	Cost not reduced at RSer+dRSer.
1744	182	12	1	0.06142337991390446	0.005494	3.34E-4	1.427	5.04E-4	952.3	0.00662	Cost not reduced at RSer-dRSer.
1742	182	13	1	0.06138831948119283	0.005494	3.34E-4	1.427	5.04E-4	952.3	0.00663	Global search reduced cost.
1745	183	1	1	0.061388123490684	0.005494	3.34E-4	1.427	5.04E-4	951.2	0.00663	Exploration base, Delta = 1.0.
1746	183	2	1	0.061612199896821276	0.005495	3.34E-4	1.427	5.04E-4	951.2	0.00663	Cost not reduced at c1+dc1.
1747	183	3	1	0.061515062266084934	0.005493	3.34E-4	1.427	5.04E-4	951.2	0.00663	Cost not reduced at c1-dc1.
1748	183	4	1	0.06139447290320107	0.005494	3.33E-4	1.427	5.04E-4	951.2	0.00663	Cost not reduced at c2-dc2.
1749	183	5	1	0.061440343334991626	0.005494	3.35E-4	1.427	5.04E-4	951.2	0.00663	Cost not reduced at c2+dc2.
1750	183	6	1	0.06138936710170188	0.005494	3.34E-4	1.4271	5.04E-4	951.2	0.00663	Cost not reduced at cs1+dcs1.
1751	183	7	1	0.06138840628237243	0.005494	3.34E-4	1.4269	5.04E-4	951.2	0.00663	Cost not reduced at cs1-dcs1.
1752	183	8	1	0.06139266266643591	0.005494	3.34E-4	1.427	5.03E-4	951.2	0.00663	Cost not reduced at cs2-dcs2.
1753	183	9	1	0.06138969662613883	0.005494	3.34E-4	1.427	5.05E-4	951.2	0.00663	Cost not reduced at cs2+dcs2.
1754	183	10	1	0.061388105654162056	0.005494	3.34E-4	1.427	5.04E-4	951.1	0.00663	Cost reduced     at RPar-dRPar.
1755	183	11	1	0.06144955256818636	0.005494	3.34E-4	1.427	5.04E-4	951.1	0.00664	Cost not reduced at RSer+dRSer.
1756	183	12	1	0.06142311632480018	0.005494	3.34E-4	1.427	5.04E-4	951.1	0.00662	Cost not reduced at RSer-dRSer.
1754	183	13	1	0.061388105654162056	0.005494	3.34E-4	1.427	5.04E-4	951.1	0.00663	Global search reduced cost.
1757	184	1	1	0.06138789136574527	0.005494	3.34E-4	1.427	5.04E-4	949.9	0.00663	Exploration base, Delta = 1.0.
1758	184	2	1	0.06161180628226156	0.005495	3.34E-4	1.427	5.04E-4	949.9	0.00663	Cost not reduced at c1+dc1.
1759	184	3	1	0.06151498926486978	0.005493	3.34E-4	1.427	5.04E-4	949.9	0.00663	Cost not reduced at c1-dc1.
1760	184	4	1	0.061394295991448106	0.005494	3.33E-4	1.427	5.04E-4	949.9	0.00663	Cost not reduced at c2-dc2.
1761	184	5	1	0.061440049881898974	0.005494	3.35E-4	1.427	5.04E-4	949.9	0.00663	Cost not reduced at c2+dc2.
1762	184	6	1	0.061389140122375375	0.005494	3.34E-4	1.4271	5.04E-4	949.9	0.00663	Cost not reduced at cs1+dcs1.
1763	184	7	1	0.061388170553826636	0.005494	3.34E-4	1.4269	5.04E-4	949.9	0.00663	Cost not reduced at cs1-dcs1.
1764	184	8	1	0.06139241660133252	0.005494	3.34E-4	1.427	5.03E-4	949.9	0.00663	Cost not reduced at cs2-dcs2.
1765	184	9	1	0.061389479970709704	0.005494	3.34E-4	1.427	5.05E-4	949.9	0.00663	Cost not reduced at cs2+dcs2.
1766	184	10	1	0.06138787348750322	0.005494	3.34E-4	1.427	5.04E-4	949.8	0.00663	Cost reduced     at RPar-dRPar.
1767	184	11	1	0.06144938081467555	0.005494	3.34E-4	1.427	5.04E-4	949.8	0.00664	Cost not reduced at RSer+dRSer.
1768	184	12	1	0.061422830106866055	0.005494	3.34E-4	1.427	5.04E-4	949.8	0.00662	Cost not reduced at RSer-dRSer.
1766	184	13	1	0.06138787348750322	0.005494	3.34E-4	1.427	5.04E-4	949.8	0.00663	Global search reduced cost.
1769	185	1	1	0.061387640777510716	0.005494	3.34E-4	1.427	5.04E-4	948.5	0.00663	Exploration base, Delta = 1.0.
1770	185	2	1	0.061611381285251454	0.005495	3.34E-4	1.427	5.04E-4	948.5	0.00663	Cost not reduced at c1+dc1.
1771	185	3	1	0.061514910529088425	0.005493	3.34E-4	1.427	5.04E-4	948.5	0.00663	Cost not reduced at c1-dc1.
1772	185	4	1	0.06139410503319854	0.005494	3.33E-4	1.427	5.04E-4	948.5	0.00663	Cost not reduced at c2-dc2.
1773	185	5	1	0.06143973305965907	0.005494	3.35E-4	1.427	5.04E-4	948.5	0.00663	Cost not reduced at c2+dc2.
1774	185	6	1	0.06138889509135355	0.005494	3.34E-4	1.4271	5.04E-4	948.5	0.00663	Cost not reduced at cs1+dcs1.
1775	185	7	1	0.061387916073712225	0.005494	3.34E-4	1.4269	5.04E-4	948.5	0.00663	Cost not reduced at cs1-dcs1.
1776	185	8	1	0.06139215095774846	0.005494	3.34E-4	1.427	5.03E-4	948.5	0.00663	Cost not reduced at cs2-dcs2.
1777	185	9	1	0.061389246089465915	0.005494	3.34E-4	1.427	5.05E-4	948.5	0.00663	Cost not reduced at cs2+dcs2.
1778	185	10	1	0.06138762285418481	0.005494	3.34E-4	1.427	5.04E-4	948.4	0.00663	Cost reduced     at RPar-dRPar.
1779	185	11	1	0.061449195427198386	0.005494	3.34E-4	1.427	5.04E-4	948.4	0.00664	Cost not reduced at RSer+dRSer.
1780	185	12	1	0.06142252109821904	0.005494	3.34E-4	1.427	5.04E-4	948.4	0.00662	Cost not reduced at RSer-dRSer.
1778	185	13	1	0.06138762285418481	0.005494	3.34E-4	1.427	5.04E-4	948.4	0.00663	Global search reduced cost.
1781	186	1	1	0.061387371588407916	0.005494	3.34E-4	1.427	5.04E-4	947.0	0.00663	Exploration base, Delta = 1.0.
1782	186	2	1	0.0616109246552473	0.005495	3.34E-4	1.427	5.04E-4	947.0	0.00663	Cost not reduced at c1+dc1.
1783	186	3	1	0.06151482603220582	0.005493	3.34E-4	1.427	5.04E-4	947.0	0.00663	Cost not reduced at c1-dc1.
1784	186	4	1	0.06139389992943541	0.005494	3.33E-4	1.427	5.04E-4	947.0	0.00663	Cost not reduced at c2-dc2.
1785	186	5	1	0.061439392687885376	0.005494	3.35E-4	1.427	5.04E-4	947.0	0.00663	Cost not reduced at c2+dc2.
1786	186	6	1	0.061388631874651135	0.005494	3.34E-4	1.4271	5.04E-4	947.0	0.00663	Cost not reduced at cs1+dcs1.
1787	186	7	1	0.06138764270193406	0.005494	3.34E-4	1.4269	5.04E-4	947.0	0.00663	Cost not reduced at cs1-dcs1.
1788	186	8	1	0.061391865588372466	0.005494	3.34E-4	1.427	5.03E-4	947.0	0.00663	Cost not reduced at cs2-dcs2.
1789	186	9	1	0.0613889948556302	0.005494	3.34E-4	1.427	5.05E-4	947.0	0.00663	Cost not reduced at cs2+dcs2.
1790	186	10	1	0.0613873536165905	0.005494	3.34E-4	1.427	5.04E-4	946.9	0.00663	Cost reduced     at RPar-dRPar.
1791	186	11	1	0.061448996310323446	0.005494	3.34E-4	1.427	5.04E-4	946.9	0.00664	Cost not reduced at RSer+dRSer.
1792	186	12	1	0.06142218912344626	0.005494	3.34E-4	1.427	5.04E-4	946.9	0.00662	Cost not reduced at RSer-dRSer.
1790	186	13	1	0.0613873536165905	0.005494	3.34E-4	1.427	5.04E-4	946.9	0.00663	Global search reduced cost.
1793	187	1	1	0.06138708365011094	0.005494	3.34E-4	1.427	5.04E-4	945.4	0.00663	Exploration base, Delta = 1.0.
1794	187	2	1	0.06161043612196118	0.005495	3.34E-4	1.427	5.04E-4	945.4	0.00663	Cost not reduced at c1+dc1.
1795	187	3	1	0.06151473574576431	0.005493	3.34E-4	1.427	5.04E-4	945.4	0.00663	Cost not reduced at c1-dc1.
1796	187	4	1	0.06139368057346649	0.005494	3.33E-4	1.427	5.04E-4	945.4	0.00663	Cost not reduced at c2-dc2.
1797	187	5	1	0.0614390285720319	0.005494	3.35E-4	1.427	5.04E-4	945.4	0.00663	Cost not reduced at c2+dc2.
1798	187	6	1	0.0613883503278072	0.005494	3.34E-4	1.4271	5.04E-4	945.4	0.00663	Cost not reduced at cs1+dcs1.
1799	187	7	1	0.06138735028744359	0.005494	3.34E-4	1.4269	5.04E-4	945.4	0.00663	Cost not reduced at cs1-dcs1.
1800	187	8	1	0.061391560334349955	0.005494	3.34E-4	1.427	5.03E-4	945.4	0.00663	Cost not reduced at cs2-dcs2.
1801	187	9	1	0.061388726132530665	0.005494	3.34E-4	1.427	5.05E-4	945.4	0.00663	Cost not reduced at cs2+dcs2.
1802	187	10	1	0.06138706562636007	0.005494	3.34E-4	1.427	5.04E-4	945.3	0.00663	Cost reduced     at RPar-dRPar.
1803	187	11	1	0.06144878336121446	0.005494	3.34E-4	1.427	5.04E-4	945.3	0.00664	Cost not reduced at RSer+dRSer.
1804	187	12	1	0.06142183399337467	0.005494	3.34E-4	1.427	5.04E-4	945.3	0.00662	Cost not reduced at RSer-dRSer.
1802	187	13	1	0.06138706562636007	0.005494	3.34E-4	1.427	5.04E-4	945.3	0.00663	Global search reduced cost.
1805	188	1	1	0.06138677680331936	0.005494	3.34E-4	1.427	5.04E-4	943.7	0.00663	Exploration base, Delta = 1.0.
1806	188	2	1	0.06160991539494132	0.005495	3.34E-4	1.427	5.04E-4	943.7	0.00663	Cost not reduced at c1+dc1.
1807	188	3	1	0.06151463963939182	0.005493	3.34E-4	1.427	5.04E-4	943.7	0.00663	Cost not reduced at c1-dc1.
1808	188	4	1	0.06139344685076984	0.005494	3.33E-4	1.427	5.04E-4	943.7	0.00663	Cost not reduced at c2-dc2.
1809	188	5	1	0.06143864050310278	0.005494	3.35E-4	1.427	5.04E-4	943.7	0.00663	Cost not reduced at c2+dc2.
1810	188	6	1	0.061388050295696314	0.005494	3.34E-4	1.4271	5.04E-4	943.7	0.00663	Cost not reduced at cs1+dcs1.
1811	188	7	1	0.06138703866802123	0.005494	3.34E-4	1.4269	5.04E-4	943.7	0.00663	Cost not reduced at cs1-dcs1.
1812	188	8	1	0.061391235025072086	0.005494	3.34E-4	1.427	5.03E-4	943.7	0.00663	Cost not reduced at cs2-dcs2.
1813	188	9	1	0.06138843977341764	0.005494	3.34E-4	1.427	5.05E-4	943.7	0.00663	Cost not reduced at cs2+dcs2.
1814	188	10	1	0.061386758724149476	0.005494	3.34E-4	1.427	5.04E-4	943.6	0.00663	Cost reduced     at RPar-dRPar.
1815	188	11	1	0.0614485564695027	0.005494	3.34E-4	1.427	5.04E-4	943.6	0.00664	Cost not reduced at RSer+dRSer.
1816	188	12	1	0.06142145550477527	0.005494	3.34E-4	1.427	5.04E-4	943.6	0.00662	Cost not reduced at RSer-dRSer.
1814	188	13	1	0.061386758724149476	0.005494	3.34E-4	1.427	5.04E-4	943.6	0.00663	Global search reduced cost.
1817	189	1	1	0.06138645087757512	0.005494	3.34E-4	1.427	5.04E-4	941.9	0.00663	Exploration base, Delta = 1.0.
1818	189	2	1	0.06160936216314817	0.005495	3.34E-4	1.427	5.04E-4	941.9	0.00663	Cost not reduced at c1+dc1.
1819	189	3	1	0.06151453768078937	0.005493	3.34E-4	1.427	5.04E-4	941.9	0.00663	Cost not reduced at c1-dc1.
1820	189	4	1	0.06139319863886586	0.005494	3.33E-4	1.427	5.04E-4	941.9	0.00663	Cost not reduced at c2-dc2.
1821	189	5	1	0.06143822825736765	0.005494	3.35E-4	1.427	5.04E-4	941.9	0.00663	Cost not reduced at c2+dc2.
1822	189	6	1	0.06138773161231265	0.005494	3.34E-4	1.4271	5.04E-4	941.9	0.00663	Cost not reduced at cs1+dcs1.
1823	189	7	1	0.06138670767006825	0.005494	3.34E-4	1.4269	5.04E-4	941.9	0.00663	Cost not reduced at cs1-dcs1.
1824	189	8	1	0.061390889477951315	0.005494	3.34E-4	1.427	5.03E-4	941.9	0.00663	Cost not reduced at cs2-dcs2.
1825	189	9	1	0.0613881356212679	0.005494	3.34E-4	1.427	5.05E-4	941.9	0.00663	Cost not reduced at cs2+dcs2.
1826	189	10	1	0.061386432739451206	0.005494	3.34E-4	1.427	5.04E-4	941.8	0.00663	Cost reduced     at RPar-dRPar.
1827	189	11	1	0.06144831551716425	0.005494	3.34E-4	1.427	5.04E-4	941.8	0.00664	Cost not reduced at RSer+dRSer.
1828	189	12	1	0.06142105344010976	0.005494	3.34E-4	1.427	5.04E-4	941.8	0.00662	Cost not reduced at RSer-dRSer.
1826	189	13	1	0.061386432739451206	0.005494	3.34E-4	1.427	5.04E-4	941.8	0.00663	Global search reduced cost.
1829	190	1	1	0.06138610568971267	0.005494	3.34E-4	1.427	5.04E-4	940.0	0.00663	Exploration base, Delta = 1.0.
1830	190	2	1	0.06160877609448426	0.005495	3.34E-4	1.427	5.04E-4	940.0	0.00663	Cost not reduced at c1+dc1.
1831	190	3	1	0.06151442983573885	0.005493	3.34E-4	1.427	5.04E-4	940.0	0.00663	Cost not reduced at c1-dc1.
1832	190	4	1	0.06139293580715674	0.005494	3.33E-4	1.427	5.04E-4	940.0	0.00663	Cost not reduced at c2-dc2.
1833	190	5	1	0.06143779159602377	0.005494	3.35E-4	1.427	5.04E-4	940.0	0.00663	Cost not reduced at c2+dc2.
1834	190	6	1	0.06138739410055694	0.005494	3.34E-4	1.4271	5.04E-4	940.0	0.00663	Cost not reduced at cs1+dcs1.
1835	190	7	1	0.06138635710836075	0.005494	3.34E-4	1.4269	5.04E-4	940.0	0.00663	Cost not reduced at cs1-dcs1.
1836	190	8	1	0.06139052349815147	0.005494	3.34E-4	1.427	5.03E-4	940.0	0.00663	Cost not reduced at cs2-dcs2.
1837	190	9	1	0.06138781350856553	0.005494	3.34E-4	1.427	5.05E-4	940.0	0.00663	Cost not reduced at cs2+dcs2.
1838	190	10	1	0.061386087489064545	0.005494	3.34E-4	1.427	5.04E-4	939.9	0.00663	Cost reduced     at RPar-dRPar.
1839	190	11	1	0.0614480603783618	0.005494	3.34E-4	1.427	5.04E-4	939.9	0.00664	Cost not reduced at RSer+dRSer.
1840	190	12	1	0.061420627567178566	0.005494	3.34E-4	1.427	5.04E-4	939.9	0.00662	Cost not reduced at RSer-dRSer.
1838	190	13	1	0.061386087489064545	0.005494	3.34E-4	1.427	5.04E-4	939.9	0.00663	Global search reduced cost.
1841	191	1	1	0.06138287878844229	0.005494	3.34E-4	1.427	5.04E-4	938.0	0.00663	Exploration base, Delta = 1.0.
1842	191	2	1	0.061608156835284894	0.005495	3.34E-4	1.427	5.04E-4	938.0	0.00663	Cost not reduced at c1+dc1.
1843	191	3	1	0.061514316068084	0.005493	3.34E-4	1.427	5.04E-4	938.0	0.00663	Cost not reduced at c1-dc1.
1844	191	4	1	0.061392658216774185	0.005494	3.33E-4	1.427	5.04E-4	938.0	0.00663	Cost not reduced at c2-dc2.
1845	191	5	1	0.061437330264857974	0.005494	3.35E-4	1.427	5.04E-4	938.0	0.00663	Cost not reduced at c2+dc2.
1846	191	6	1	0.06138703757197722	0.005494	3.34E-4	1.4271	5.04E-4	938.0	0.00663	Cost not reduced at cs1+dcs1.
1847	191	7	1	0.061385986785796744	0.005494	3.34E-4	1.4269	5.04E-4	938.0	0.00663	Cost not reduced at cs1-dcs1.
1848	191	8	1	0.06139013687832728	0.005494	3.34E-4	1.427	5.03E-4	938.0	0.00663	Cost not reduced at cs2-dcs2.
1849	191	9	1	0.06138747325709034	0.005494	3.34E-4	1.427	5.05E-4	938.0	0.00663	Cost not reduced at cs2+dcs2.
1850	191	10	1	0.061382759895527876	0.005494	3.34E-4	1.427	5.04E-4	937.9	0.00663	Cost reduced     at RPar-dRPar.
1851	191	11	1	0.061447790919292804	0.005494	3.34E-4	1.427	5.04E-4	937.9	0.00664	Cost not reduced at RSer+dRSer.
1852	191	12	1	0.061420177638827206	0.005494	3.34E-4	1.427	5.04E-4	937.9	0.00662	Cost not reduced at RSer-dRSer.
1850	191	13	1	0.061382759895527876	0.005494	3.34E-4	1.427	5.04E-4	937.9	0.00663	Global search reduced cost.
1853	192	1	1	0.061382388739421284	0.005494	3.34E-4	1.427	5.04E-4	935.9	0.00663	Exploration base, Delta = 1.0.
1854	192	2	1	0.061607504009784216	0.005495	3.34E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c1+dc1.
1855	192	3	1	0.06151419633976051	0.005493	3.34E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c1-dc1.
1856	192	4	1	0.061392365720393416	0.005494	3.33E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c2-dc2.
1857	192	5	1	0.06143684399388683	0.005494	3.35E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c2+dc2.
1858	192	6	1	0.061386661826520764	0.005494	3.34E-4	1.4271	5.04E-4	935.9	0.00663	Cost not reduced at cs1+dcs1.
1859	192	7	1	0.06138559649312038	0.005494	3.34E-4	1.4269	5.04E-4	935.9	0.00663	Cost not reduced at cs1-dcs1.
1860	192	8	1	0.061389729398332295	0.005494	3.34E-4	1.427	5.03E-4	935.9	0.00663	Cost not reduced at cs2-dcs2.
1861	192	9	1	0.06138711467766423	0.005494	3.34E-4	1.427	5.05E-4	935.9	0.00663	Cost not reduced at cs2+dcs2.
1862	192	10	1	0.06138523812136717	0.005494	3.34E-4	1.427	5.04E-4	935.8	0.00663	Cost not reduced at RPar-dRPar.
1863	192	11	1	0.06138240908492725	0.005494	3.34E-4	1.427	5.04E-4	936.0	0.00663	Cost not reduced at RPar+dRPar.
1864	192	12	1	0.06144752054114019	0.005494	3.34E-4	1.427	5.04E-4	935.9	0.00664	Cost not reduced at RSer+dRSer.
1865	192	13	1	0.06141972601817301	0.005494	3.34E-4	1.427	5.04E-4	935.9	0.00662	Cost not reduced at RSer-dRSer.
1853	192	14	1	0.061382388739421284	0.005494	3.34E-4	1.427	5.04E-4	935.9	0.00663	Global search reduced cost.
1866	193	1	1	0.06138574161275406	0.005494	3.34E-4	1.427	5.04E-4	933.9	0.00663	Exploration base, Delta = 1.0.
1867	193	2	1	0.06160687977717765	0.005495	3.34E-4	1.427	5.04E-4	933.9	0.00663	Cost not reduced at c1+dc1.
1868	193	3	1	0.06151408205333132	0.005493	3.34E-4	1.427	5.04E-4	933.9	0.00663	Cost not reduced at c1-dc1.
1869	193	4	1	0.06139208616998739	0.005494	3.33E-4	1.427	5.04E-4	933.9	0.00663	Cost not reduced at c2-dc2.
1870	193	5	1	0.06143637908453041	0.005494	3.35E-4	1.427	5.04E-4	933.9	0.00663	Cost not reduced at c2+dc2.
1871	193	6	1	0.06138630264238963	0.005494	3.34E-4	1.4271	5.04E-4	933.9	0.00663	Cost not reduced at cs1+dcs1.
1872	193	7	1	0.061385223393582926	0.005494	3.34E-4	1.4269	5.04E-4	933.9	0.00663	Cost reduced     at cs1-dcs1.
1873	193	8	1	0.06139127859989118	0.005494	3.34E-4	1.4269	5.03E-4	933.9	0.00663	Cost not reduced at cs2-dcs2.
1874	193	9	1	0.06138519318679633	0.005494	3.34E-4	1.4269	5.05E-4	933.9	0.00663	Cost reduced     at cs2+dcs2.
1875	193	10	1	0.06138517572797209	0.005494	3.34E-4	1.4269	5.05E-4	933.8	0.00663	Cost reduced     at RPar-dRPar.
1876	193	11	1	0.061461541129432404	0.005494	3.34E-4	1.4269	5.05E-4	933.8	0.00664	Cost not reduced at RSer+dRSer.
1877	193	12	1	0.061423372633277566	0.005494	3.34E-4	1.4269	5.05E-4	933.8	0.00662	Cost not reduced at RSer-dRSer.
1877	193	13	1	0.061607504009784216	0.005495	3.34E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c1+dc1.
1877	193	14	1	0.06151419633976051	0.005493	3.34E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c1-dc1.
1877	193	15	1	0.061392365720393416	0.005494	3.33E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c2-dc2.
1877	193	16	1	0.06143684399388683	0.005494	3.35E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c2+dc2.
1877	193	17	1	0.06138559649312038	0.005494	3.34E-4	1.4269	5.04E-4	935.9	0.00663	Cost not reduced at cs1-dcs1.
1877	193	18	1	0.061386661826520764	0.005494	3.34E-4	1.4271	5.04E-4	935.9	0.00663	Cost not reduced at cs1+dcs1.
1877	193	19	1	0.06138711467766423	0.005494	3.34E-4	1.427	5.05E-4	935.9	0.00663	Cost not reduced at cs2+dcs2.
1877	193	20	1	0.061389729398332295	0.005494	3.34E-4	1.427	5.03E-4	935.9	0.00663	Cost not reduced at cs2-dcs2.
1877	193	21	1	0.06138523812136717	0.005494	3.34E-4	1.427	5.04E-4	935.8	0.00663	Cost not reduced at RPar-dRPar.
1877	193	22	1	0.06138240908492725	0.005494	3.34E-4	1.427	5.04E-4	936.0	0.00663	Cost not reduced at RPar+dRPar.
1877	193	23	1	0.06144752054114019	0.005494	3.34E-4	1.427	5.04E-4	935.9	0.00664	Cost not reduced at RSer+dRSer.
1877	193	24	1	0.06141972601817301	0.005494	3.34E-4	1.427	5.04E-4	935.9	0.00662	Cost not reduced at RSer-dRSer.
1853	193	25	1	0.061382388739421284	0.005494	3.34E-4	1.427	5.04E-4	935.9	0.00663	Iteration step did not reduce cost. Reduce step size to '0.25'.
1877	194	1	1	0.061382388739421284	0.005494	3.34E-4	1.427	5.04E-4	935.9	0.00663	Exploration base, Delta = 0.25.
1878	194	2	1	0.06142203544723466	0.00549425	3.34E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c1+dc1.
1879	194	3	1	0.06138689447165638	0.00549375	3.34E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c1-dc1.
1880	194	4	1	0.061384033287786174	0.005494	3.3375E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c2-dc2.
1881	194	5	1	0.06140237603439297	0.005494	3.3425E-4	1.427	5.04E-4	935.9	0.00663	Cost not reduced at c2+dc2.
1882	194	6	1	0.061385352192922314	0.005494	3.34E-4	1.426975	5.04E-4	935.9	0.00663	Cost not reduced at cs1-dcs1.
1883	194	7	1	0.06138618077904786	0.005494	3.34E-4	1.427025	5.04E-4	935.9	0.00663	Cost not reduced at cs1+dcs1.
1884	194	8	1	0.061385898832241464	0.005494	3.34E-4	1.427	5.0425E-4	935.9	0.00663	Cost not reduced at cs2+dcs2.
1885	194	9	1	0.06138598858322836	0.005494	3.34E-4	1.427	5.0375E-4	935.9	0.00663	Cost not reduced at cs2-dcs2.
1886	194	10	1	0.06138238365245657	0.005494	3.34E-4	1.427	5.04E-4	935.875	0.00663	Cost reduced     at RPar-dRPar.
1887	194	11	1	0.061390262403644674	0.005494	3.34E-4	1.427	5.04E-4	935.875	0.0066325	Cost not reduced at RSer+dRSer.
1888	194	12	1	0.061388542506861724	0.005494	3.34E-4	1.427	5.04E-4	935.875	0.0066275	Cost not reduced at RSer-dRSer.
1886	194	13	1	0.06138238365245657	0.005494	3.34E-4	1.427	5.04E-4	935.875	0.00663	Global search reduced cost.
1889	195	1	1	0.061382378565255184	0.005494	3.34E-4	1.427	5.04E-4	935.85	0.00663	Exploration base, Delta = 0.25.
1890	195	2	1	0.06142202441368219	0.00549425	3.34E-4	1.427	5.04E-4	935.85	0.00663	Cost not reduced at c1+dc1.
1891	195	3	1	0.06138688692495775	0.00549375	3.34E-4	1.427	5.04E-4	935.85	0.00663	Cost not reduced at c1-dc1.
1892	195	4	1	0.06138402471267092	0.005494	3.3375E-4	1.427	5.04E-4	935.85	0.00663	Cost not reduced at c2-dc2.
1893	195	5	1	0.06140236603317465	0.005494	3.3425E-4	1.427	5.04E-4	935.85	0.00663	Cost not reduced at c2+dc2.
1894	195	6	1	0.0613853429892556	0.005494	3.34E-4	1.426975	5.04E-4	935.85	0.00663	Cost not reduced at cs1-dcs1.
1895	195	7	1	0.061386171707755066	0.005494	3.34E-4	1.427025	5.04E-4	935.85	0.00663	Cost not reduced at cs1+dcs1.
1896	195	8	1	0.061385889863300055	0.005494	3.34E-4	1.427	5.0425E-4	935.85	0.00663	Cost not reduced at cs2+dcs2.
1897	195	9	1	0.0613859792772997	0.005494	3.34E-4	1.427	5.0375E-4	935.85	0.00663	Cost not reduced at cs2-dcs2.
